File,lapneg_gavg,lappos_gavg,sobelh_gavg,sobelv_gavg,Variance,Crofton Perimeter,Number of Corners,Average Corner Strength,Sobel V Color Avg,Sobel V Gray Avg,Sobel H Color Avg,sobelv_gmax50,sobelh_gmax50,sobelh_gmax10,lapneg_gmax50,Class
030FD_016950.jpg,2.855472005,242.3859049,1.085335286,1.148779297,0.531964105,0.141236582,4534.36544,0.279661882,1.150069444,45.26190213,41.12498589,2.662163561,2.661726804,6.60639881,4.348162526,0
030FD_053850.jpg,4.243346354,203.4641504,2.397148438,1.463027344,0.67731278,0.246111263,5775.734265,0.700928844,2.464128689,55.99990994,34.45857747,2.669049479,5.617124782,10.15332031,6.149392797,0
030FD_002325.jpg,2.878401693,227.5961198,1.048225911,1.111214193,0.476065559,0.120684925,4304.650892,0.36726246,1.123183594,47.68799479,39.99944119,2.895186335,3.338043478,11.33674242,6.404321946,0
030FD_042050.jpg,2.388255208,240.4548307,0.762252604,0.763968099,0.477624917,0.115848799,936.1784444,0.045693684,0.843217231,82.98755642,43.21939562,1.180169271,1.0332397,2.832682292,2.777799479,0
030FD_021175.jpg,2.330084635,224.6289453,1.001767578,1.400094401,0.537456061,0.19806064,3982.393112,0.171765544,1.081054688,79.33153971,41.7344694,1.944543651,1.736594203,4.666666667,3.227372881,0
030FD_011025.jpg,1.678190104,210.9986328,0.427906901,0.574410807,0.447622682,0.112804192,1142.757186,0.047039755,0.441688368,36.33042643,28.27912652,1.183359375,0.705610236,4.001627604,2.196106771,0
030FD_014600.jpg,3.386624349,225.8932845,1.179241536,1.328164063,0.480481143,0.175761152,5095.187531,0.376130859,1.26522678,53.50576606,35.65966471,2.647974217,2.391576087,7.041666667,5.007235663,0
030FD_020200.jpg,2.795367839,240.2675911,1.089130859,1.104466146,0.527152273,0.142085718,4454.338303,0.30659288,1.148878038,46.21743381,40.92119792,2.370859213,3.137681159,8.25,5.448395445,0
030FD_016150.jpg,3.408645833,238.4513574,1.346832682,1.382864583,0.481428843,0.162346419,5939.581296,0.386285757,1.392738715,63.89335178,37.28200738,2.787707039,2.45127451,6.921875,5.080857143,0
030FD_020625.jpg,1.92171875,226.0314063,0.574358724,0.907203776,0.468533459,0.150087477,1278.158551,0.048842373,0.619366319,83.50564887,35.66404297,1.616484375,1.318216146,3.239257813,2.945039063,0
